"age","ageGroup","area","laborForce","employment","industry","barrier","empType","homeBased","informal","sequence","weight"
50,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",3.236862
31,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",3.236862
27,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.373111
20,"15-24","Rural","Not in labor force",NA,NA,"Male Colleagues",NA,NA,NA,"Rural-Not in labor force-Male Colleagues",1.373111
29,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.373111
23,"15-24","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.373111
17,"15-24","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",1.373111
38,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",1.373111
39,"25-64","Rural","Labor force","employed","Manufacturing",NA,"Self employed","home based","formal","Rural-Labor force-employed-Manufacturing-Self employed-home based-formal",1.373111
18,"15-24","Rural","Labor force","employed","Community, Social and Personal Services",NA,"Unpaid","home based","formal","Rural-Labor force-employed-Community, Social and Personal Services-Unpaid-home based-formal",1.373111
26,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.373111
37,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",1.373111
35,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.373111
18,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.373111
36,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.373111
62,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.373111
30,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.373111
50,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",1.373111
16,"15-24","Rural","Labor force","employed","Wholesale and Retail",NA,"Unpaid","home based","formal","Rural-Labor force-employed-Wholesale and Retail-Unpaid-home based-formal",1.373111
35,"25-64","Rural","Labor force","employed","Manufacturing",NA,"Self employed","home based","formal","Rural-Labor force-employed-Manufacturing-Self employed-home based-formal",1.373111
28,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.373111
32,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",1.421851
25,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.421851
30,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.421851
39,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.421851
20,"15-24","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.421851
26,"25-64","Rural","Labor force","employed","Agriculture",NA,"Paid","not home based",NA,"Rural-Labor force-employed-Agriculture-Paid-not home based",1.421851
42,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.421851
18,"15-24","Rural","Labor force","employed","Agriculture",NA,"Paid","not home based",NA,"Rural-Labor force-employed-Agriculture-Paid-not home based",1.421851
57,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.421851
20,"15-24","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.421851
37,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.421851
24,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.421851
27,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.421851
35,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.421851
34,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.421851
33,"25-64","Rural","Labor force","employed","Agriculture",NA,"Paid","not home based",NA,"Rural-Labor force-employed-Agriculture-Paid-not home based",1.215628
18,"15-24","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",1.215628
24,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.215628
22,"15-24","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",1.215628
30,"25-64","Rural","Not in labor force",NA,NA,"Male Colleagues",NA,NA,NA,"Rural-Not in labor force-Male Colleagues",1.215628
41,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",1.215628
38,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.215628
50,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",1.215628
35,"25-64","Rural","Labor force","employed","Manufacturing",NA,"Self employed","home based","formal","Rural-Labor force-employed-Manufacturing-Self employed-home based-formal",1.215628
20,"15-24","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",1.215628
30,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.215628
30,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.215628
26,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.215628
53,"25-64","Rural","Not in labor force",NA,NA,"Other, please specify",NA,NA,NA,"Rural-Not in labor force-Other, please specify",1.215628
32,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.215628
33,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.215628
18,"15-24","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.215628
63,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.215628
37,"25-64","Rural","Labor force","employed","Manufacturing",NA,"Paid","home based","informal","Rural-Labor force-employed-Manufacturing-Paid-home based-informal",1.392446
17,"15-24","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",1.392446
25,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",1.392446
28,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",1.392446
16,"15-24","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",1.392446
18,"15-24","Rural","Not in labor force",NA,NA,"Other, please specify",NA,NA,NA,"Rural-Not in labor force-Other, please specify",1.392446
41,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",1.392446
43,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",1.392446
35,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",1.392446
20,"15-24","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",1.392446
17,"15-24","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",1.392446
53,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.392446
38,"25-64","Rural","Not in labor force",NA,NA,"Other, please specify",NA,NA,NA,"Rural-Not in labor force-Other, please specify",1.392446
32,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.392446
30,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.392446
17,"15-24","Rural","Labor force","employed","Manufacturing",NA,"Unpaid","not home based","formal","Rural-Labor force-employed-Manufacturing-Unpaid-not home based-formal",1.392446
35,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.392446
31,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",1.392446
30,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",1.392446
18,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.392446
40,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.893065
48,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.893065
25,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.893065
20,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.893065
49,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.893065
28,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.893065
28,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.893065
50,"25-64","Rural","Not in labor force",NA,NA,"Other, please specify",NA,NA,NA,"Rural-Not in labor force-Other, please specify",0.893065
26,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.893065
38,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.893065
36,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.893065
48,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","not home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-not home based",0.893065
26,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.893065
21,"15-24","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.893065
20,"15-24","Rural","Not in labor force",NA,NA,"Other, please specify",NA,NA,NA,"Rural-Not in labor force-Other, please specify",0.893065
38,"25-64","Rural","Labor force","employed","Manufacturing",NA,"Unpaid","home based","formal","Rural-Labor force-employed-Manufacturing-Unpaid-home based-formal",0.893065
39,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.893065
18,"15-24","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",2.374846
15,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",2.374846
55,"25-64","Rural","Labor force","employed","Agriculture",NA,"Paid","not home based",NA,"Rural-Labor force-employed-Agriculture-Paid-not home based",2.374846
43,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",2.374846
50,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",2.374846
50,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",2.374846
30,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",2.374846
43,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",2.374846
38,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","not home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-not home based",2.374846
25,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","not home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-not home based",2.374846
30,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",2.374846
39,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",2.374846
29,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",2.374846
34,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",2.374846
38,"25-64","Rural","Labor force","employed","Agriculture",NA,"Paid","not home based",NA,"Rural-Labor force-employed-Agriculture-Paid-not home based",2.374846
28,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",2.374846
24,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",2.374846
24,"15-24","Urban","Labor force","employed","Manufacturing",NA,"Paid","home based","informal","Urban-Labor force-employed-Manufacturing-Paid-home based-informal",1.297968
16,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.297968
17,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.297968
18,"15-24","Urban","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Urban-Not in labor force-Lack of qualifications/ experience",1.297968
21,"15-24","Urban","Labor force","employed","Manufacturing",NA,"Unpaid","home based","formal","Urban-Labor force-employed-Manufacturing-Unpaid-home based-formal",1.297968
28,"25-64","Urban","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Urban-Not in labor force-Domestic Work/Caring responsibilities",1.297968
45,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.297968
25,"25-64","Urban","Labor force","employed","Community, Social and Personal Services",NA,"Paid","not home based","formal","Urban-Labor force-employed-Community, Social and Personal Services-Paid-not home based-formal",1.297968
25,"25-64","Urban","Labor force","employed","Community, Social and Personal Services",NA,"Paid","not home based","formal","Urban-Labor force-employed-Community, Social and Personal Services-Paid-not home based-formal",1.297968
42,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.297968
27,"25-64","Urban","Labor force","employed","Manufacturing",NA,"Unpaid","home based","formal","Urban-Labor force-employed-Manufacturing-Unpaid-home based-formal",1.297968
